0.666,0.666,0.666,0.333,4.5,4.5,4.5,0,0,1,0
0.333,0.333,0.333,0.333,4.5,4,4,0,0,0,1
1,1,0.666,0.666,4.5,4.5,4.5,0,1,0,0
1,1,0.666,0.666,5,5,4,0,1,0,0
0.666,1,0.666,0.666,5,5,5,0,1,0,0
1,1,1,0.666,5,5.5,4.5,0,0,1,0
0.666,0.666,1,0.666,4.5,5,5.5,1,0,0,0
0.666,1,0.666,0.666,4,5,4,0,0,1,0
0.666,0.666,0.333,0.666,5,3.5,4.5,0,0,1,0
1,0.666,1,1,5,5.5,5,1,0,0,0
1,0.666,1,0.666,4.5,4.5,4.5,0,1,0,0
0.666,0.666,0.333,0.666,4.5,4.5,5,0,0,1,0
1,1,1,0.666,5,4.5,4.5,0,1,0,0
0.666,0.333,0.666,0.333,5,5,4.5,0,1,0,0
1,1,1,0.333,3,4.5,4,0,0,1,0
0.666,0.666,0.666,0.333,4,4.5,4.5,0,0,1,0
1,1,0.666,0.666,5,5,5,0,1,0,0
0.666,0.333,1,0.333,6,5,5,0,1,0,0
1,0.666,0.666,1,5.5,5.5,5.5,1,0,0,0
0.666,0.666,0.666,0.333,5,4.5,4.5,0,0,1,0
1,1,1,0.666,5,5,4.5,1,0,0,0
1,0.666,1,1,4.5,5.5,5,0,1,0,0
1,1,0.666,0.666,5,5,5,0,1,0,0
0.666,0.666,0.666,0.333,4.5,5,4.5,0,0,1,0
0.666,0.333,0.666,0.333,5,5,4.5,0,0,1,0
1,0.666,1,1,5.5,5.5,5.5,1,0,0,0
0.666,0.666,0.666,0.333,5,5,4.5,0,0,1,0
1,1,1,1,6,5.5,5.5,1,0,0,0
0.666,0.666,1,1,5.5,5,5.5,1,0,0,0
0.666,0.666,1,1,5,5.5,5,1,0,0,0
1,1,1,0.666,5.5,5,4.5,1,0,0,0
0.666,0.666,0.666,0.333,4.5,4.5,4,0,0,1,0
1,1,1,1,6,5.5,5,1,0,0,0
0.666,1,0.666,1,5,5,5.5,1,0,0,0
0.666,0.666,0.333,0,4,5.5,4.5,0,0,1,0
1,1,0.666,0.666,4.5,5,5,0,1,0,0
0.666,0.666,0.666,0.333,4,5,4,0,0,1,0
0.666,0.666,0.666,0.666,5,4.5,4.5,0,1,0,0
1,0.666,0.666,0.666,4.5,4.5,4.5,0,0,1,0
0.666,0.333,0.666,0.333,5.5,5,5,0,0,1,0
1,1,1,1,5.5,5,5,1,0,0,0
0.666,1,0.666,0.666,5.5,5.5,5,0,1,0,0
0.333,0.333,0.333,0.333,5,4,4.5,0,0,1,0
0.666,0.333,0.333,0.333,4.5,4.5,4,0,0,1,0
0.666,1,0.333,0.333,3.5,4.5,4.5,0,0,1,0
1,1,0.666,1,5.5,5.5,6,1,0,0,0
0.666,0.666,0.666,0.333,4,4.5,4.5,0,0,1,0
1,1,1,0.666,4.5,5,4.5,0,0,1,0
1,1,1,1,5.5,4.5,4.5,0,1,0,0
1,1,1,0.666,3.5,4.5,4.5,0,1,0,0
0.666,0.666,0.666,0.666,4.5,5,5.5,0,1,0,0
0.666,0.666,0.666,0.666,4.5,5.5,5,0,1,0,0
0.666,1,0.666,0.333,6,4.5,5.5,0,0,1,0
0.666,0.666,0.666,0.666,5,5.5,5,0,1,0,0
0.666,1,0.666,0.666,5,5.5,5,0,0,1,0
1,1,1,0.666,5,5,4.5,0,1,0,0
0.666,0.666,1,1,6,5,5.5,1,0,0,0
1,1,0.666,1,6,5.5,6,1,0,0,0
0.666,0.666,0.666,0.666,5.5,4.5,4.5,0,0,1,0
1,1,0.666,1,5.5,4.5,5,0,1,0,0
0.666,1,0.666,0.333,5.5,5,5,0,0,1,0
0.666,0.333,1,0.333,4.5,4.5,4,0,0,1,0
0.333,0.666,0.666,0,4,5,4,0,0,0,1
1,0.666,0.666,0.666,5,4.5,4,0,1,0,0
1,0.666,1,0.666,4.5,4.5,5.5,0,0,1,0
1,0.666,1,0.666,5,5,4.5,0,0,1,0
